Code Value,Language,Endangerment Level,Number of Speakers,Region,Latitude,Longitude
mkc,Siliput,Endangered ,263,Pacific,-3.61, 142.40
xsp,Silopi,Endangered ,180,Pacific,-5.135,145.5784
sbw,Simba,Threatened ,3000,Africa,-1.292157, 10.925697
gnw,Simba Guaraní,Threatened ,Unknown,South America,-20.1694,-63.8525
smt,Simte,Threatened ,7150,South Asia,24.1968,93.3563
sgp,Singpho,Threatened ,,South Asia,27.5569,96.7456
nsw,Sinia,Endangered ,520,Pacific,-15.309171,166.801655
skq,Sininkere,Threatened ,6000,Africa,,
1nq,Sinkiang Dagur,Threatened ,,Near East;East Asia,43.521202, 81.742894
rmo,Sinte Romani,At risk ,318920,Europe;Caucasus;East Asia,47.5,16.5
"snn, sey",Siona-Secoya,Threatened ,1174,South America,-0.5712, -74.8828
"dak, lkt, sto",Sioux,Endangered ,25000,North America,43.0588,-102.5244
qum,Sipakapa,Threatened ,6344,"Mexico, Central America, Caribbean",15.25,-91.75
,Siphuthi,Vulnerable ,,Africa,-30.572829, 27.732915
fos,Siraya,Awakening ,,East Asia,23.1, 120.2
ysr,Sirenikski,Dormant ,,Caucasus;Europe;East Asia,64.416667, -173.95
sir,Siri,Endangered ,3800,Africa,,
sri,Siriano,Endangered ,820,South America,0.318919, -69.247622
srq,Sirionó,Critically Endangered ,100,South America,-15.510264,-63.997361
srx,Sirmauri,At risk ,400000,South Asia,30.9823,77.1569
sbq,Sirva,Endangered ,,Pacific,-4.98, 145.22
sih,Sîshëë,Awakening ,,Pacific,-21.7193,165.6738
sso,Sissano,Endangered ,300,Pacific,-3.0129,142.0491
sis,Siuslaw,Dormant ,Ø,North America,42.653122, -124.358941
siy,Sivandi,Threatened ,7030,Near East,29.9168,51.5945
siz,Siwi,Vulnerable ,10000,Africa,29.1666666667, 25.5
tsi-sou,Ski:xs (Southern Tsimshian),Dormant ,Ø,North America,52.5900000,-128.5300000
sms,Skolt Saami,Critically Endangered ,,Caucasus;Europe;East Asia,69.505596, 28.592182
skv,Skou,Threatened ,700,Southeast Asia,-2.64, 140.90
squ,Sḵwx̱wú7mesh sníchim (Squamish),Critically Endangered ,7,North America,49.6666666667,-123.166666667
kxq,Smärky Kanum,Severely Endangered ,80,Southeast Asia,,
tsi,Sm̓algya̱x ( Coast Tsimshian),Critically Endangered ,430,North America,54.3800000, -129.5200000
ssq,So'a,Vulnerable ,10000,Southeast Asia,-8.68, 121.05
sob,Sobei,Endangered ,1850,Southeast Asia,-1.91666666667,138.75
soj,Soi,Threatened ,7030,Near East,31.6533, 55.6787
sok,Sokoro,Threatened ,5000,Africa,,
1nr,Solon,Threatened ,15000,East Asia,48.166,119.4873
smc,Som,Severely Endangered ,80,Pacific,-6.1296,146.4642
smu,Somray,Critically Endangered ,2,Southeast Asia,13.685,101.5931
kgt,Somyev,Severely Endangered ,20,Africa,6.9318, 11.5136
soi,Sonha,Endangered ,579,South Asia,28.778950, 81.217711
sov,Sonsorol,Endangered ,600,Pacific,5.33333333333,132.25
teu,Soo,Severely Endangered ,,Africa,2.58333333333, 34.75
sqt,Soqoṭri,Endangered ,50000,Near East,12.479891, 53.796180
srb,Sora,At risk ,150000,South Asia,20.0,84.3333333333
sqo,Sorkhei,Vulnerable ,10000,Near East,,
ays,Sorsogon Ayta,Severely Endangered ,18,Southeast Asia,13.027,124.1549
1l9,Sörsörian,Critically Endangered ,4,Pacific,,
krz,Sota Kanum,Severely Endangered ,100,Southeast Asia,-8.40, 140.97
mqm,South Marquesan,Threatened ,Oneortwothousand,Pacific,-8.91666666667,-140.083333333
kts,South Muyu,Threatened ,4000,Southeast Asia,-6.01, 140.81
sma,South Saami,Endangered ,600,,64.6666666667,16.75
ryu,South-Central Okinawan,Severely Endangered ,95000,East Asia,26.1485, 127.782
ijs,Southeast Ijo,Vulnerable ,71500,Africa,,
nit,Southeastern Kolami,Threatened ,1500,South Asia,20.0, 78.5
pom,Southeastern Pomo,Awakening ,,North America,39.0,-122.5
agy,Southern Alta,Endangered ,1000,Southeast Asia,15.18, 121.05
alt,Southern Altai,Threatened ,20000,Caucasus;Europe;East Asia,51.0,87.0
"jmx, miy, vmc",Southern Baja Mixtec,Vulnerable ,47500,"Mexico, Central America, Caribbean",17.31, -98.13
cmi,Southern Emberá,Vulnerable ,,"South America;Mexico, Central America, Caribbean",5.0,-76.0
ghe,Southern Ghale,Vulnerable ,16492001census,South Asia,28.2501,84.718
mxp,Southern Highland Mixe,Threatened ,3617,"Mexico, Central America, Caribbean",17.027241, -96.076791
1og,Southern Khanty,Dormant ,Noknownspeakers,Caucasus;Europe;East Asia,60.4301,69.9829
ymc,Southern Muji,Vulnerable ,26000,East Asia,22.908, 103.220
nik,Southern Nicobarese,Threatened ,Approximately7500,South Asia,7.3134,  93.6968
0xs,Southern Northeastern Neo-Aramaic,Threatened ,,Europe,,
peq,Southern Pomo,Critically Endangered ,1,North America,38.7048,-122.8971
pmj,Southern Pumi,Vulnerable ,60000,East Asia,28.0,101.0
qxs,Southern Qiang,Threatened ,,East Asia,32.0,102.666666667
nre,Southern Rengma Naga,Vulnerable ,,South Asia,25.958,94.2462
rgs,Southern Roglai,Vulnerable ,20000,Southeast Asia,12.249, 109.195
1or,Southern Selkup,Critically Endangered ,1,Caucasus;Europe;East Asia,58.6626,85.8581
stp,Southern Tepehuán,Vulnerable ,28917,"Mexico, Central America, Caribbean",25.4120847,-100.9430248
tix,Southern Tiwa,Endangered ,,North America,34.9057,-106.7066
tjs,Southern Tujia,Severely Endangered ,2000,East Asia,28.258,109.9398
tce,Southern Tutchone,Severely Endangered ,,North America,60.7796,-137.4983
lrr,Southern Yamphu,Threatened ,3000,South Asia,27.4266,87.2498
,Southern Yauyos Quechua,Critically Endangered ,450,South America,,
ciw,Southwestern Ojibwa,Threatened ,5000,North America,46.0706,-93.6677
sww,Sowa,Dormant ,,Pacific,-15.775905, 168.185812
sow,Sowanda,Threatened ,1100,Southeast Asia;Pacific,-3.28, 140.92
,Soyot,Awakening ,,Caucasus;Europe;East Asia,52.0406, 101.0659
spt,Spiti Bhoti,Threatened ,10000,South Asia,32.2871,78.2652
sci,Sri Lanka Malay,Endangered ,,South Asia,6.92, 79.86
sqs,Sri Lankan Sign Language,Vulnerable ,12800,South Asia,7.11, 79.86
sto,Stoney,Endangered ,1000,North America,53.75,-116.5
lil,St̓át̓imcets (Lillooet),Critically Endangered ,137,North America,50.7300000, -123.0100000
szp,Suabo,Critically Endangered ,800,Southeast Asia,-2.1, 132.197
sxb,Suba,At risk ,174000,Africa,-.9942, 34.519
sbs,Subiya,Vulnerable ,24500,Africa,-17.75,24. 9166666667
sue,Suena,Threatened ,3000,Pacific,-7.75,147.55
sug,Suganga,Endangered ,680,Pacific,-4.51, 141.20
syk,Sukur,Vulnerable ,,Africa,10.735838, 13.567772
sua,Sulka,Threatened ,2500,Pacific,,
siv,Sumariup,Severely Endangered ,80,Pacific,-4.7, 143.3
nsm,Sumi Naga,At risk ,100000,South Asia,25,94.2025
"sum, yan, ulw",Sumo,Threatened ,,"Mexico, Central America, Caribbean",13.0,-84.5
suz,Sunwar,Threatened ,266112001census,South Asia,27.3485,86.2337
syo,Suoy,Endangered ,500,Southeast Asia,12.564,102.529
tdl,Sur,Vulnerable ,4000,Africa,9.329154, 9.474335
suz-sur,Surel,Endangered ,Afewhundred,South Asia,27.6969, 86.3058
suq,Suri,Vulnerable ,,Africa,5.75, 35.25
sde,Surubu,Threatened ,7170,Africa,,
mdz,Suruí do Pará,Endangered ,264,South America,-5.2441,-52.7014
ssu,Susuami,Severely Endangered ,10,Pacific,-7.2044,146.5493
suy,Suyá,Endangered ,409,South America,-10.5559,-53.0639
sva,Svan,Vulnerable ,30000,Caucasus,43.0,42.5
swl,Swedish Sign Language,Threatened ,,Europe,58.93, 16.11
ssr,Swiss-French Sign Language,Endangered ,1700,Europe,46.72, 6.78
sgg,Swiss-German Sign Language,Endangered ,5500,Europe,47.11, 9.08
slf,Swiss-Italian Sign Language,Endangered ,300,Europe,46.31,8.79
1eu,Swoeng,Endangered ,,Southeast Asia,15.3333, 106.75
tct,T'en,Threatened ,20000,East Asia,25.871,107.0476
nmn,Taa,Threatened ,2600,Africa,-23.382598, 21.566162
mky,Taba,Endangered ,30000,Southeast Asia,,
tab,Tabasaran,Vulnerable ,93630,Caucasus;Europe;East Asia,41.8333333333,47.9166666667
knv,Tabo,Threatened ,3000,Pacific,-7.95824,143.2032
tna,Tacana,Threatened ,1153,South America,-13.5,-68.0
tgz,Tagalaka,Critically Endangered ,1,Australia,,
tda,Tagdal,Vulnerable ,10000,Africa,,
tgj,Tagin,Vulnerable ,,South Asia,,
tgx,Tagish,Critically Endangered ,,North America,60.1601,-134.6842
tag,Tagoi,Vulnerable ,13000,Africa,10.8252, 30.1657
thv,Tahaggart Tamahaq,Vulnerable ,62000,Africa,23.0, 6.0
tyr,Tai Daeng,Threatened ,80000,Southeast Asia,19.8833,104.6166
tlq,Tai Loi,Vulnerable ,4460inMyanmarandChina,Southeast Asia,21.178,100.356
tdd,Tai Neua,Threatened ,70000,Southeast Asia,20.5166,104.3166
gpn,Taiap,Severely Endangered ,75,Pacific,-4.08333333333, 144.5
aos,Taikat,Endangered ,600,Southeast Asia,-2.8429, 140.846
bsn-tai,Taiwano,Severely Endangered ,22,South America,,
pee,Taje,Critically Endangered ,10,Southeast Asia,,
abh,Tajiki Spoken Arabic,Threatened ,6000,Near East,40.06, 64.40
tdj,Tajio,Threatened ,12000,Southeast Asia,,
tks,Takestani,At risk ,220000,Near East,36.0,49.6666666667
twm,Takpa,Threatened ,afewthousand,South Asia;East Asia,34.0617,77.5909
tak,Tala,Threatened ,1000,Africa,10.221004, 9.906132
tlj,Talinga-Bwisi,Vulnerable ,75000,Africa,,
tlo,Talodi,Threatened ,1500,Africa,10.5833333333, 30.5
tlk,Taloki,Endangered ,500,Southeast Asia,-4.5928,122.8628
tln,Talondo',Endangered ,400,Southeast Asia,-2.3723,119.3774
yta,Talu,Vulnerable ,10138,East Asia,26.5623,102.8506
tly,Talysh,At risk ,912000,Caucasus;Near East,37.0,49.0
mla,Tamambo,Vulnerable ,3000,Pacific,-15.6666666667,167.166666667
tax,Tamki,Endangered ,500,Africa,11.48, 18.2125
tcb,Tanacross,Critically Endangered ,50,North America,63.658611,-144.065833
tcm,Tanahmerah,Endangered ,500,Southeast Asia,-2.55, 133.18
tpv,Tanapag,Threatened ,4400,Pacific,15.24, 145.76
tni,Tandia,Critically Endangered ,2,Southeast Asia,-2.8552,134.522
tnx,Tanema,Critically Endangered ,4,Pacific,-11.680631,166.902781
adi-tan,Tangam,Severely Endangered ,200,South Asia,29.1473, 94.5538
nmf,Tangkhul Naga,Endangered ,58167,South Asia,25.05, 94.36
tkx,Tangko,Endangered ,,Southeast Asia,-5.13,  140.27
ytl,Tanglang,Threatened ,947,East Asia,26.0863,99.7119
tgp,Tangoa,Endangered ,370,Pacific,-15.592599,166.991513
tgu,Tangu,Threatened ,2330,Pacific,-4.46, 144.92
tbs,Tanguat,Endangered ,510,Pacific,-4.57, 144.93
tbe,Tanimbili,Severely Endangered ,50,Pacific,,
tnc,Tanimuca-Retuarã,Threatened ,1952,South America,-0.5,-70.6666666667
tao,Tao,Severely Endangered ,,East Asia,22.045, 121.544
twf,Taos,Endangered ,800,North America,36.4717,-105.5596
mrs,Tape,Critically Endangered ,15,Pacific,-16.0746, 167.415
tpj,Tapiete,Endangered ,207,South America,-19.75, -61.6666666667
taf,Tapirapé,Endangered ,564,South America,-10.6606,-50.4602
"tar, thh, tcu, twr, tac",Tarahumara,Vulnerable ,85018,"Mexico, Central America, Caribbean",28.61, -107.66
tro,Tarao Naga,Endangered ,870,South Asia,24.25,94.1666666667
tae,Tariana,Critically Endangered ,90,South America,1.0,-69.1666666667
tpf,Tarpia,Endangered ,564,Southeast Asia,-2.38, 139.97
tdm,Taruma,Critically Endangered ,Afew,South America,2.515, -59.5678
twq,Tasawaq,Threatened ,2000,Africa,16.785806, 6.930974
tmt,Tasmate,Endangered ,300,Pacific,-15.101933,166.649933
tav,Tatuyo,Endangered ,331,South America,0.416666666667,-70.5
tuh,Taulil,Endangered ,800,Pacific,-4.41666666667,152.083333333
dgw,Taungurung ,Awakening ,,Australia,-36.966911, 145.420664
tad,Tause,Endangered ,300,Southeast Asia,-2.8744,136.2469
trr,Taushiro,Critically Endangered ,1,South America,-3.25,-75.5
tbp,Taworta,Endangered ,140,Southeast Asia,-3.2776,138.7902
tnu,Tay Khang,Endangered ,200,Southeast Asia,18.66, 104.37
1ho,Tazhi,Endangered ,,East Asia,,
grr,Taznatit,Vulnerable ,40000,Africa,29.3413, .3955
tht,Tāłtān (Tahltan),Critically Endangered ,45,North America,57.8700000, -130.0400000
tck,Tchitchege,Threatened ,2000,Africa,-1.8508, 13.612
bqa,Tchumbuli,Severely Endangered ,1838,Africa,,
tve,Te'un,Threatened ,1200,Southeast Asia,-6.9809,129.1394
tkw,Teanu,Severely Endangered ,,Pacific,-11.6333333333,166.833333333
tsy,Tebul Sign Language,Endangered ,500,Africa,14.577499,-3.082291
dtu,Tebul Ure,Vulnerable ,3000,Africa,,
ttc,Teco,Threatened ,5900,"Mexico, Central America, Caribbean",15.4166666667,-92.0833333333
tuq,Tedaga,Vulnerable ,42500,Africa,16.0, 15.0
tfo,Tefaro,Endangered ,100,Southeast Asia,-2.35, 136.75
ras,Tegali,Vulnerable ,35700,Africa,12.060869, 31.560233
teh,Tehuelche,Critically Endangered ,2,South America,-48.0, -68.0
twe,Teiwa,Endangered ,4000,Southeast Asia,-8.267, 124.207
ztt,Tejalapan Zapotec,Endangered ,120,"Mexico, Central America, Caribbean",17.1099,-96.8539
tlf,Telefol,Threatened ,4500,Pacific,-5.07, 141.73
tqb,Tembé,Severely Endangered ,60,South America,-2.6467,-46.7248
teq,Temein,Vulnerable ,13000,Africa,11.9166666667, 29.4166666667
tea,Temiar,Vulnerable ,,Southeast Asia,5.0,101.5
tmo,Temoq,Endangered ,,Southeast Asia,2.867,102.837
tmw,Temuan,Threatened ,8000,Southeast Asia,3.3709,101.984
pah,Tenharín,Endangered ,350,South America,-8.4071,-61.1499
tns,Tenis,Severely Endangered ,30,Pacific,-1.6394,150.6939
tex,Tennet,Threatened ,4000,Africa,4.41666666667, 32.5
tio,Teop,Threatened ,5000,Pacific,-5.66666666667,155.0
ash,Tequiraca,Dormant ,0,South America,-2.0869,-74.5092
sjt,Ter Saami,Severely Endangered ,30,Caucasus;Europe;East Asia,67.414348, 39.130051
trb,Terebu,Endangered ,130,Pacific,-3.69, 143.84
ter,Terena,Vulnerable ,8439,South America,-20.0,-56.0
tef,Teressa,Threatened ,2080,South Asia,7.915,93.3837
tfr,Teribe,Threatened ,3000,"Mexico, Central America, Caribbean",9.33333333333,-82.6666666667
tft,Ternate,Threatened ,42000,Southeast Asia,0.783333, 127.366667
keg,Tese,Threatened ,1400,Africa,11.2161, 29.8471
test,Test Language,Safe ,1million,,,
teb,Teteté,Dormant ,Ø,South America,-.0109,-76.5966
1nl,Tetserret,Severely Endangered ,2000,Africa,15.406024, 6.269760
0qk,Teushen,Dormant ,0,South America,-44,-69
tew,Tewa,Endangered ,1500,North America,36.0833333333,-106.083333333
poq,Texistepec,Critically Endangered ,1,"Mexico, Central America, Caribbean",17.89, -94.81
"miu, mxb",Tezoatlan Mixtec,Threatened ,5540,"Mexico, Central America, Caribbean",17.64, -97.81
thy,Tha,Threatened ,1000,Africa,9.176669, 11.170143
tcz,Thado Chin,Severely Endangered ,unknown,South Asia;Southeast Asia,24.4166666667,93.9166666667
soa,Thai Song,Vulnerable ,32300,Southeast Asia,13.228214,99.852433
ths,Thakali,Threatened ,7113,South Asia,29.0,83.75
dhl,Thalanyji,Critically Endangered ,Afew,Australia,-22.847071,113.816528
nki,Thangal Naga,Vulnerable ,23600,South Asia,25.2198,94.1583
thf,Thangmi,Threatened ,18991,South Asia,27.52, 86.07
ssf,Thao,Critically Endangered ,4,East Asia,,
dhr,Tharrkari,Critically Endangered ,,Australia,-24.322071, 114.817200
thm,Thavung,Severely Endangered ,,Southeast Asia,17.3168,103.5142
iin,Thiin,Dormant ,0,Australia,-23.644524,116.672973
,Tholp,Dormant ,0,Pacific,-15.243010,167.134045
tyl,Thu Lao,Endangered ,200,Southeast Asia,,
tdh,Thulung,Severely Endangered ,,South Asia,27.4166666667,86.5
ctd,Tiddim Chin,At risk ,100000,South Asia;Southeast Asia,23.3333333333,93.6666666667
tia,Tidikelt Tamazight,Threatened ,9000,Africa,26.8828, 2.5488
tiq,Tiéfo,Endangered ,,Africa,,
tif,Tifal,Threatened ,2800,Pacific,-5.04, 141.29
txq,Tii,Vulnerable ,20000,Southeast Asia,-10.84, 122.96
tca,Tikuna,Vulnerable ,50102,South America,-4.0,-70.5
otl,Tilapa Otomí,Endangered ,400,"Mexico, Central America, Caribbean",18.8923,-99.2986
tij,Tilung,Critically Endangered ,7,South Asia,27.1501,86.5077
tms,Tima,Threatened ,5000,Africa,11.6666666667, 29.25
lbf,Tinani,Threatened ,,South Asia;East Asia,32.3333333333,77.1666666667
tin,Tindi,Threatened ,4000,Caucasus;Europe;East Asia,42.3666666667,46.25
tit,Tinigua,Critically Endangered ,1,South America,2.3833,-73.6413
dih-tip,Tipai,Severely Endangered ,,"North America;Mexico, Central America, Caribbean",32.6049,-116.4678
tra,Tirahi,Dormant ,0,Near East,34.3139,70.3729
tde,Tiranige Diga,Threatened ,4200,Africa,15, -3
mme,Tirax,Endangered ,1000,Pacific,-16.011314,167.264440
lax,Tiwa,Vulnerable ,27072,South Asia,25.7801,92.5927
tiw,Tiwi,Threatened ,1500,Australia,-11.6788294, 130.8353696
0gq,Tjungundji,Severely Endangered ,10,Australia,,
1kp,Tjupany,Severely Endangered ,10,Australia,,
tpt,Tlachichilco Tepehua,Threatened ,3000,"Mexico, Central America, Caribbean",20.5833333333,-98.25
"zab, ztt, ztj, zaw, zaq, zpf",Tlacolula,,,"Mexico, Central America, Caribbean",,
zpk,Tlacolulita Zapotec,Endangered ,140,"Mexico, Central America, Caribbean",16.3,-95.7166
"tpx, tpc, tcf, tpl",Tlapanec,At risk ,120072,"Mexico, Central America, Caribbean",16.7325, -98.6034
tli,Tlingit,Critically Endangered ,200,North America,59.6200000, -132.8700000
toz,To,Dormant ,0,Africa,,
tob,Toba,Vulnerable ,31593,South America,-26.5, -59.0
tti,Tobati,Severely Endangered ,100,Southeast Asia,-2.58333333333,140.666666667
tox,Tobian,Severely Endangered ,22,Pacific,2.9594,131.8084
taz,Tocho,Threatened ,3800,Africa,10.8764, 30.1135
tcx,Toda,Endangered ,,South Asia,11.4166666667,76.75
kim,Tofa,Critically Endangered ,,Caucasus;Europe;East Asia,53.75,98.0
tlg,Tofanma,Vulnerable ,251,Southeast Asia,-3.5675,140.7925
toj,Tojolabal,Threatened ,,"Mexico, Central America, Caribbean",16.3333333333,-91.5
tkl,Tokelauan,Threatened ,Fewerthan8000,Pacific,-9.383, -171.224
rga,Toksiki,Severely Endangered ,75,Pacific,-15.3583,166.8988
jic,Tol,Endangered ,250,"Mexico, Central America, Caribbean",14.6666666667,-87.0
tlm,Tolomako,Endangered ,450,Pacific,-15.1834,166.8438
tol,Tolowa,Awakening ,,North America,41.9566,-124.1915
tdi,Tomadino,Endangered ,600,Southeast Asia,-2.5836,121.9729
ttp,Tombelala,Threatened ,1100,Southeast Asia,-2.5315,121.9454
txm,Tomini,Threatened ,,Southeast Asia,,
tst,Tondi Songway Kiini,Threatened ,3000,Africa,15.101295, -2.771507
tnw,Tonsawang,Vulnerable ,20000,Southeast Asia;Pacific,-11.6986,166.9111
trz,Torá,Dormant ,0,South America,-6.6646,-61.4135
trj,Toram,Threatened ,4000,Africa,11.1581, 19.6023
tno,Toromona,Dormant ,0,South America,-12.711767,-68.248586
tcs,Torres Strait Creole,Vulnerable ,,Australia,-10.544521, 142.253666
trw,Torwali,Vulnerable ,80000,South Asia,34.25,72.0
txo,Toto,Threatened ,1400,South Asia,26.6867,89.5056
txe,Totoli,Endangered ,,Southeast Asia,,
"toc, tlp, tos, top, tcw, tku, tqt, too, tlc",Totonac,At risk ,244033,"Mexico, Central America, Caribbean",19.865, -96.7755
mto,Totontepec Mixe,Threatened ,5200,"Mexico, Central America, Caribbean",,
ttk,Totoró,Dormant ,Ø,South America,2.504,-76.4016
tqu,Touo,Threatened ,1870,Pacific,,
ttn,Towei,Endangered ,,Southeast Asia,-3.87, 140.80
trm,Tregami,Threatened ,1000,Near East,34.9017,70.9085
lst,Trinidad and Tobago Sign Language,Threatened ,2000,"Mexico, Central America, Caribbean",,
trn,Trinitario,Threatened ,3140,South America,-15.699319,-64.980583
tri,Trió,Threatened ,2456,South America,3.25,-55.75
"trs, trc, trq",Triqui,Vulnerable ,25883,"Mexico, Central America, Caribbean",,
kuf-tri,Triw,Threatened ,1328,Southeast Asia,15.6833, 107.2
tpy,Trumai,Critically Endangered ,50,South America,-11.9166666667,-53.5833333333
tsb,Ts'amay,Threatened ,8621,Africa,5.4382, 37.2463
1iy,Ts'ixa,Endangered ,,Africa,-19.088076, 24.301758
cof,Tsafiki,Threatened ,1872,South America,-1.0,-79.3333333333
tkr,Tsakhur,Vulnerable ,,Caucasus;Europe;East Asia,41.6666666667,47.1666666667
tsd,Tsakonian,Severely Endangered ,2000,Europe,37.262826, 22.683782
huq,Tsat,Threatened ,4000,East Asia,18.25,109.5
sek,Tse'khene (Sekani),Critically Endangered ,30,North America,56.6100000, -125.2800000
ddo,Tsez,Threatened ,7000,Caucasus;Europe;East Asia,42.25,45.75
hio,Tshwa,Threatened ,4100ShuaandTshwacombined,Africa,-22.603869, 26.828613
clc,Tsilhqot'in (Chilcotin),Severely Endangered ,864,North America,52.031,-123.1678
tsu,Tsou,Endangered ,,East Asia,23.5,120.75
ttz,Tsum,Threatened ,4790,South Asia,28.4723,85.008
srs,Tsuut'ina,Critically Endangered ,47,North America,52.5,-116.0
tvd,Tsuvadi,At risk ,150000,Africa,,
two,Tswapong,Threatened ,2000,Africa,,
pmt,Tuamotuan,Vulnerable ,14400,Pacific,-17.0,-144.0
tub,Tubatulabal,Critically Endangered ,1,North America,35.6444,-118.5183
,Tuha,Critically Endangered ,20,East Asia,50.95334449, 101.64276123
tuo,Tukano,Vulnerable ,13996,South America,0.5,-69.1666666667
,Tule,Dormant ,0,Africa,,
tey,Tulishi,Threatened ,,Africa,11.5984, 29.0917
hnu-tou,Tum,Endangered ,,Southeast Asia,,
kku,Tumi,Threatened ,2270,Africa,,
tmq,Tumleo,Endangered ,610,Pacific,-3.12, 142.40
tbr,Tumtum,Threatened ,7300,Africa,10.477, 30.4321
,Tunayana,Critically Endangered ,10,South America,2.356611, -56.794210
enh,Tundra Enets,Critically Endangered ,,Caucasus;Europe;East Asia,67.5,86.5
yrk-tun,Tundra Nenets,Endangered ,20000,Caucasus;Europe;East Asia,67.033163,71.176756
ykg,Tundra Yukagir,Critically Endangered ,50,Caucasus;Europe;East Asia,69.0,155.0
"tbn, tnb, tnd, tuf",Tunebo,Threatened ,7231,South America,6.4463, -72.0483
tug,Tunia,Threatened ,2260,Africa,,
tun,Tunica,Awakening ,,North America,31.126700, -92.066100
tqq,Tunni,Vulnerable ,23000,Africa,,
dza,Tunzu,Threatened ,,Africa,9.9039, 9.1186
ttf,Tuotomb,Endangered ,1000,Africa,4.4449, 10.371
tpr,Tuparí,Endangered ,276,South America,-12.0876,-62.4792
trh,Turaka,Severely Endangered ,25,Pacific,-9.796,149.447
trd,Turi,Threatened ,2000,South Asia,21.8411,87.2973
tru,Turoyo,Vulnerable ,84000,Europe;Near East,37.1900, 40.4416
tqm,Turumsa,Critically Endangered ,5,Pacific,-7.93,  142.57
tus,Tuscarora,Critically Endangered ,3,North America,43.0877,-79.0627
tmi,Tutuba,Threatened ,120,Pacific,-15.5727,167.275
tyv,Tuva,At risk ,242754,Caucasus;Europe;East Asia,51.7134, 94.3945
tvl,Tuvaluan,Vulnerable ,,Pacific,-8.5,179.166666667
tww,Tuwari,Severely Endangered ,90,Pacific,-4.80, 142.09
bov,Tuwuli,Vulnerable ,,Africa,7.0572, .3845
tue,Tuyuka,Threatened ,,South America,0.5,-70.0833333333
twn,Twendi,Severely Endangered ,,Africa,6.120244, 11.488438
tzj,Tz'utujil,Vulnerable ,47669,"Mexico, Central America, Caribbean",14.6394, -91.2301
"tzb, tzh",Tzeltal,At risk ,261084,"Mexico, Central America, Caribbean",16.64, -92.28
"tzc, tze, tzu, tzs, tzo, tzz",Tzotzil,At risk ,229203,"Mexico, Central America, Caribbean",16.64, -92.74
uuu,U,Threatened ,40000,East Asia,23.4844,99.8404
aoz,Uab Meto,At risk ,700000,Southeast Asia,-9.77, 124.14
ubi,Ubi,Vulnerable ,,Africa,12.1534, 18.6946
uda,Uda,Threatened ,10000,Africa,4.70, 8.07
ude,Udege,Critically Endangered ,100,Caucasus;Europe;East Asia,47.6666666667,136.25
udi,Udi,Endangered ,,Caucasus;Europe;East Asia,41.0,48.0
udm,Udmurt,Threatened ,324338,Caucasus;Europe;East Asia,57.5,52.5
ugo,Ugong,Critically Endangered ,50,Southeast Asia,,
uis,Uisai,Threatened ,2500,Pacific,-6.56,  155.71
udj,Ujir,Endangered ,980,Southeast Asia,-5.6105,134.2776
ukh,Ukhwejo,Threatened ,2000,Africa,3.3626, 16.0565
umi,Ukit,Endangered ,120,Southeast Asia,1.57, 114.58
ukg,Ukuriguma,Endangered ,170,Pacific,-5.1063,145.4747
ukq,Ukwa,Endangered ,100,Africa,,
svb,Ulau-Suain,Threatened ,1271,Pacific,-3.35, 142.90
ulc,Ulch,Critically Endangered ,1000,Caucasus;Europe;East Asia,52.25,140.333333333
uli,Ulithian,Threatened ,3075,Pacific,9.91666666667,139.583333333
yla,Ulwa,Severely Endangered ,600,Pacific,-4.483, 144.015
ulu,Uma' Lung,Threatened ,3000,Southeast Asia,2.99, 117.22
umr,Umbugarla,Dormant ,0,Australia,-13.169661,131.916425
umg,Umbuygamu,Critically Endangered ,7,Australia,,
sju,Ume Saami,Critically Endangered ,20,Europe,65.1091,18.2153
xud,Umiida,Dormant ,0,Australia,-16.48120833,124.1827128
ump,Umpila,Critically Endangered ,Afew,Australia,-13.48164763,143.5323774
umd,Umpithamu,Critically Endangered ,2,Australia,-13.91182628,143.6122417
umo,Umutina,Awakening ,,South America,-15.0425,-57.1026
unm,Unami,Dormant ,0,North America,40.0,-75.1666666667
ghl,Uncunwee,Endangered ,16000,Africa,11.923790, 29.660110
xun,Unggarranggu,Dormant ,0,Australia,-16.4794917,123.6668837
xgu,Unggumi,Dormant ,0,Australia,-17.21965549,124.8608367
onu,Unua,Vulnerable ,,Pacific,-16.26, 167.60
yuf,Upland Yuman,Threatened ,1600,North America,36.2429,-112.6897
kuu,Upper Kuskokwim,Critically Endangered ,25,North America,63.0091,-154.3889
szl,Upper Silesian,Vulnerable ,56000,Europe,50.680797,17.878417
hsb,Upper Sorbian,Vulnerable ,18240,Europe,51.5,14.0
chz,Upper Southeastern Chinantec,Threatened ,3140,"Mexico, Central America, Caribbean",17.6667, -96.1333
tau,Upper Tanana,Critically Endangered ,55,North America,62.969167, -141.905
tov,Upper Taromi,,Noestimateavailable,Near East,38.2036, 48.2519
cuc,Upper West-Central Chinantec,Threatened ,7410,"Mexico, Central America, Caribbean",17.904915,-96.527359
uro,Ura (Papua New Guinea),Threatened ,1900,Pacific,-4.64, 151.95
uur,Ura (Vanuatu),Critically Endangered ,,Pacific,-18.6666666667,169.083333333
urf,Uradhi,Critically Endangered ,2,Australia,-12.41788993,141.8611366
urk,Urak Lawoi',Endangered ,,Southeast Asia,7.880, 98.392
